histogram,filepath
"[5.15388995e-02 1.13609871e-02 8.77672806e-03 2.14542244e-02
 3.34978439e-02 4.07142676e-02 3.93489972e-02 2.31608097e-02
 6.82634418e-04 5.31479670e-03 1.89187247e-02 4.09580655e-02
 6.29974008e-02 8.10872167e-02 2.94995587e-02 5.99743100e-03
 1.60906685e-03 9.99571849e-03 2.32583303e-02 3.12549025e-02
 4.32497673e-02 5.12951016e-02 1.71633791e-02 4.72968118e-03
 1.85286487e-03 1.35551691e-02 4.29572091e-02 5.36843203e-02
 4.45175171e-02 5.20752519e-02 1.57005917e-02 6.82634418e-04
 1.36526884e-03 1.38477264e-02 3.94952781e-02 1.70171000e-02
 2.59401072e-02 4.77844104e-03 3.41317209e-04 0.00000000e+00
 5.36355597e-04 9.06928536e-03 9.11804568e-03 7.21642096e-03
 3.46193160e-03 1.95038403e-04 0.00000000e+00 0.00000000e+00
 1.46278806e-04 3.80324875e-03 1.36526884e-03 4.38836403e-04
 4.87596008e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.28913238e-04 1.60906685e-03 4.87596008e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.22386599e-02 1.93575621e-02 3.39366831e-02
 2.98408754e-02 3.22788544e-02 2.98408754e-02 2.53549926e-02
 1.38477264e-02 6.63130591e-03 1.35064097e-02 2.29170118e-02
 4.72968109e-02 6.74832910e-02 4.24208529e-02 1.74559373e-02
 5.31479670e-03 6.53378665e-03 9.21556447e-03 3.44730392e-02
 6.44114316e-02 4.51513901e-02 9.94695816e-03 4.53464268e-03
 2.43798015e-03 7.99657498e-03 3.89589220e-02 6.96287081e-02
 4.44199964e-02 4.22258154e-02 2.32095700e-02 3.02309520e-03
 6.33874792e-04 7.16766110e-03 4.37861197e-02 2.80367713e-02
 2.87681650e-02 1.26774963e-02 5.85115224e-04 0.00000000e+00
 8.28913238e-04 5.75363310e-03 1.23849390e-02 1.03370352e-02
 4.43712389e-03 2.43798000e-04 0.00000000e+00 0.00000000e+00
 5.36355597e-04 3.55945085e-03 1.85286487e-03 9.75192001e-04
 4.87596008e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.90076806e-04 1.90162438e-03 4.87596008e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.07758716e-02 6.24122890e-03 2.08203495e-02 6.24122880e-02
 6.49965480e-02 8.61094519e-02 5.80239259e-02 4.38836403e-02
 6.28998829e-03 2.25269347e-02 4.63216193e-02 5.74388094e-02
 1.05320737e-01 9.81530771e-02 4.57852669e-02 1.48716783e-02
 8.24037287e-03 2.29170118e-02 2.85731256e-02 3.58870663e-02
 3.84713262e-02 6.27048463e-02 3.73498537e-02 9.55688208e-03
 7.41145946e-03 1.96501184e-02 3.70085351e-02 4.76868898e-02
 7.99657479e-02 6.51428252e-02 1.41402846e-02 2.38922052e-03
 2.09666276e-03 1.82360914e-02 3.15474607e-02 3.51556726e-02
 2.62814257e-02 9.31308419e-03 4.38836403e-04 0.00000000e+00
 1.56030722e-03 6.82634395e-03 1.34576494e-02 9.84943938e-03
 4.43712389e-03 4.87596008e-05 0.00000000e+00 0.00000000e+00
 8.77672806e-04 2.68177805e-03 2.82805692e-03 5.85115224e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.36355597e-04 1.65782648e-03 2.92557612e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.09666276e-03 4.68092179e-03 7.50897871e-03 3.53994705e-02
 4.70530130e-02 1.12732194e-01 7.01163039e-02 4.82232459e-02
 7.99657498e-03 1.66757833e-02 5.65611385e-02 7.76740462e-02
 1.26433641e-01 1.38574779e-01 4.57365066e-02 1.34088900e-02
 6.19246950e-03 2.72078570e-02 3.07673085e-02 5.75850867e-02
 5.56347035e-02 4.90033999e-02 2.30632909e-02 3.12061445e-03
 6.48502680e-03 2.54037529e-02 7.69426525e-02 4.03729491e-02
 5.98767884e-02 4.42737192e-02 1.40427649e-02 1.60906685e-03
 2.73053767e-03 2.08691098e-02 3.92027199e-02 3.23276147e-02
 3.12549025e-02 1.32138515e-02 4.87596008e-05 0.00000000e+00
 2.38922052e-03 1.07271122e-02 8.67920928e-03 9.55688208e-03
 5.75363310e-03 4.87596008e-05 0.00000000e+00 0.00000000e+00
 8.77672806e-04 4.33960464e-03 2.63301842e-03 4.38836403e-04
 9.75192015e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.90076806e-04 1.31650921e-03 1.95038403e-04 4.87596008e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.61394272e-02 2.29657721e-02 1.32626118e-02 1.82848498e-02
 3.76911722e-02 5.26116081e-02 4.20795344e-02 2.26732139e-02
 3.21325772e-02 8.82548746e-03 3.19862999e-02 6.38750792e-02
 1.15413979e-01 1.43792063e-01 3.98853533e-02 1.56518314e-02
 6.87510381e-03 1.87236872e-02 3.46680768e-02 3.20350565e-02
 6.39725998e-02 6.99700266e-02 4.40299213e-02 8.48417077e-03
 3.55945085e-03 2.59401072e-02 3.14499438e-02 6.11445382e-02
 7.67476112e-02 5.87065592e-02 1.58956293e-02 1.65782648e-03
 3.02309520e-03 1.25799766e-02 3.89101617e-02 3.28639708e-02
 2.73541361e-02 8.92300718e-03 4.38836403e-04 0.00000000e+00
 1.02395157e-03 7.36269960e-03 1.58956293e-02 9.80067998e-03
 4.14456613e-03 9.75192015e-05 0.00000000e+00 0.00000000e+00
 3.41317209e-04 3.36441235e-03 2.38922052e-03 6.82634418e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.31393986e-04 1.41402846e-03 5.36355597e-04 4.87596008e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.44157140e-02 5.29529266e-02 9.32283551e-02 1.55738160e-01
 1.45108566e-01 1.41549125e-01 1.59590170e-01 9.40572694e-02
 2.85243671e-02 5.38793579e-02 2.95483172e-02 6.22660108e-02
 1.19363502e-01 1.28091469e-01 2.97921170e-02 5.60735399e-03
 2.49161553e-02 1.45791210e-02 4.54439484e-02 3.14987004e-02
 4.07142676e-02 5.70487343e-02 3.89101617e-02 1.37502076e-02
 1.01419967e-02 2.55987905e-02 4.47125547e-02 5.86577989e-02
 7.42121115e-02 1.23410553e-01 2.29170118e-02 1.85286487e-03
 3.02309520e-03 1.93088017e-02 2.98408754e-02 3.26201729e-02
 3.16937417e-02 1.20923808e-02 3.41317209e-04 0.00000000e+00
 6.82634418e-04 9.45936237e-03 1.20436214e-02 7.70401675e-03
 3.55945085e-03 4.87596008e-05 0.00000000e+00 0.00000000e+00
 1.02395157e-03 2.19418202e-03 2.48673954e-03 6.82634418e-04
 9.75192015e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.36355597e-04 8.28913238e-04 1.95038403e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.53019498e-02 9.72754061e-02 1.41939193e-01 2.10787758e-01
 1.93721890e-01 1.87919497e-01 2.17370301e-01 1.63490936e-01
 5.35867997e-02 5.71462512e-02 1.96501184e-02 5.03199063e-02
 1.10635534e-01 1.69293329e-01 4.42737192e-02 1.09221507e-02
 2.91094817e-02 1.22874193e-02 2.74516549e-02 2.39409637e-02
 4.91496772e-02 3.63746621e-02 1.71633791e-02 5.07099833e-03
 1.17510641e-02 1.52129950e-02 1.30188130e-02 3.34978439e-02
 3.90076824e-02 5.02223894e-02 1.33113712e-02 2.43798000e-04
 2.77929730e-03 7.41145946e-03 1.48716783e-02 1.71146207e-02
 3.63746621e-02 7.55773811e-03 2.43798000e-04 0.00000000e+00
 1.46278797e-03 3.94952763e-03 7.99657498e-03 7.80153600e-03
 3.51069123e-03 2.43798000e-04 0.00000000e+00 0.00000000e+00
 5.36355597e-04 1.60906685e-03 1.90162438e-03 8.77672806e-04
 4.87596008e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.82634418e-04 9.75192001e-04 1.46278806e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.19246950e-03 3.98853533e-02 6.09982610e-02 9.49349403e-02
 1.14731342e-01 1.79191530e-01 9.70803648e-02 6.96774721e-02
 3.46680768e-02 5.10025434e-02 1.10440493e-01 1.31163329e-01
 1.53007627e-01 1.43255711e-01 5.18314540e-02 1.63344666e-02
 1.66270230e-02 5.97792715e-02 4.12018634e-02 4.41761985e-02
 4.60778214e-02 4.22258154e-02 2.49161553e-02 1.00444779e-02
 1.29700536e-02 4.07142676e-02 3.63746621e-02 2.50624344e-02
 4.11043428e-02 4.20307741e-02 2.02352349e-02 3.02309520e-03
 7.85029586e-03 2.39897240e-02 1.32138515e-02 2.11616661e-02
 2.04302724e-02 1.12147080e-02 6.33874792e-04 0.00000000e+00
 4.19332553e-03 7.75277661e-03 7.99657498e-03 7.31394021e-03
 3.55945085e-03 3.41317209e-04 0.00000000e+00 0.00000000e+00
 1.46278797e-03 2.58425879e-03 1.26774958e-03 5.85115224e-04
 1.95038403e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.36355597e-04 8.28913238e-04 4.87596008e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",upload_images\tes_0.jpg
"[5.28763607e-03 1.92277681e-03 2.34338432e-03 4.74685524e-03
 4.20607440e-03 1.70646440e-02 2.00689826e-02 1.12963142e-02
 3.60520644e-04 5.94859058e-03 3.96572705e-03 6.06876425e-03
 2.32535824e-02 1.95882879e-02 7.45076034e-03 2.24724542e-02
 1.50216941e-03 7.69110722e-03 7.75119383e-03 3.21464241e-02
 4.94514145e-02 1.71848182e-02 2.46956646e-02 6.57349303e-02
 2.88416515e-03 7.75119383e-03 2.96227802e-02 5.39579242e-02
 7.04817846e-02 5.40780984e-02 4.20006551e-02 3.88160571e-02
 2.82407855e-03 1.23177888e-02 2.84811314e-02 5.71425222e-02
 1.09237760e-01 8.69455636e-02 3.88160571e-02 7.45076034e-03
 2.16312381e-03 1.55624747e-02 4.72282059e-02 4.87303734e-02
 1.20473981e-01 8.64047855e-02 7.21041288e-04 0.00000000e+00
 4.74685524e-03 2.19917595e-02 2.43351441e-02 2.51763593e-02
 9.11516398e-02 7.10225701e-02 0.00000000e+00 0.00000000e+00
 2.17514131e-02 1.68843847e-02 4.80694184e-03 3.96572705e-03
 7.03015272e-03 3.84555361e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.08156190e-03 1.86269009e-03 2.94425199e-03
 6.12885086e-03 2.41548829e-02 2.26527136e-02 9.85423103e-03
 5.22754947e-03 3.72538017e-03 5.46789635e-03 7.75119383e-03
 4.25414369e-02 2.31934953e-02 1.52019542e-02 2.48158388e-02
 3.66529333e-03 8.23188853e-03 9.19327699e-03 3.75542343e-02
 4.14598733e-02 2.60776598e-02 3.86958830e-02 8.27995762e-02
 3.84555361e-03 8.41214880e-03 3.95370983e-02 6.30310252e-02
 5.34772314e-02 8.52030441e-02 7.71514177e-02 6.75375387e-02
 2.58373143e-03 9.97440424e-03 4.01379652e-02 5.68420887e-02
 1.40542969e-01 1.19572684e-01 5.04728928e-02 1.32791772e-02
 3.96572705e-03 1.88672468e-02 4.27817851e-02 6.70568421e-02
 1.35976374e-01 1.15306519e-01 1.56225613e-03 6.00867752e-05
 5.88850398e-03 1.85668133e-02 2.21119337e-02 2.49960981e-02
 1.09237760e-01 7.78724626e-02 6.00867752e-05 0.00000000e+00
 1.08156195e-02 1.80861186e-02 7.51084695e-03 4.80694184e-03
 7.81128090e-03 1.26182230e-03 0.00000000e+00 0.00000000e+00
 1.02147518e-03 9.61388403e-04 1.32190902e-03 2.70390487e-03
 2.22321064e-03 4.49449085e-02 2.54767928e-02 1.82663798e-02
 4.80694202e-04 8.65249522e-03 6.36919821e-03 1.41203925e-02
 5.11338450e-02 3.35284211e-02 1.24379629e-02 2.31334083e-02
 3.60520650e-03 1.79659463e-02 1.96483750e-02 2.84811314e-02
 3.79147567e-02 2.84811314e-02 4.34427373e-02 7.22243041e-02
 5.82841737e-03 1.59229953e-02 2.58974005e-02 6.39924183e-02
 6.75976202e-02 5.73227853e-02 4.87303734e-02 4.78891581e-02
 5.64815709e-03 1.99488085e-02 3.05240825e-02 5.63013069e-02
 9.44564119e-02 9.19928551e-02 2.93223467e-02 6.12885086e-03
 8.77266936e-03 1.60431694e-02 3.92967500e-02 5.37175760e-02
 1.42585918e-01 9.49971899e-02 7.81128067e-04 0.00000000e+00
 8.71258229e-03 2.35540159e-02 2.44553182e-02 2.61978339e-02
 1.39821932e-01 7.98553228e-02 0.00000000e+00 0.00000000e+00
 1.98286362e-02 1.85668133e-02 6.97006611e-03 4.62668156e-03
 9.43362340e-03 1.50216941e-03 0.00000000e+00 0.00000000e+00
 2.40347101e-04 4.20607423e-04 3.00433865e-04 2.34338432e-03
 4.92711551e-03 1.82663798e-02 2.43952312e-02 1.94080286e-02
 1.02147518e-03 5.46789635e-03 9.55379754e-03 1.23778759e-02
 1.95882879e-02 2.83609573e-02 1.24379629e-02 2.57171392e-02
 7.81128067e-04 1.65238623e-02 1.83865540e-02 5.25158420e-02
 3.95370983e-02 2.51763593e-02 3.32880728e-02 7.27650821e-02
 3.48503306e-03 1.93479415e-02 6.29108548e-02 6.86190948e-02
 5.77433892e-02 6.97607473e-02 8.20785314e-02 6.12284243e-02
 3.12451227e-03 1.96483750e-02 4.90908958e-02 5.79837374e-02
 1.11761399e-01 1.08276367e-01 2.44553182e-02 5.94859058e-03
 6.48937188e-03 2.71592215e-02 3.18459906e-02 6.29709437e-02
 1.52259886e-01 8.85078162e-02 4.80694202e-04 0.00000000e+00
 8.23188853e-03 2.16913261e-02 2.16913261e-02 2.22321060e-02
 8.57438296e-02 4.48848195e-02 0.00000000e+00 0.00000000e+00
 2.27128007e-02 1.92277674e-02 7.57093355e-03 7.15032639e-03
 4.44642128e-03 4.50650835e-03 0.00000000e+00 0.00000000e+00
 4.74685524e-03 8.77266936e-03 5.46789635e-03 2.82407855e-03
 4.56659496e-03 6.12885095e-02 3.47902440e-02 1.22577017e-02
 6.48937188e-03 4.98720212e-03 6.60954509e-03 1.24379629e-02
 3.81551012e-02 1.38800452e-02 1.21976156e-02 3.14253829e-02
 2.58373143e-03 1.50817810e-02 1.62835158e-02 6.28507659e-02
 1.00765519e-01 3.53911109e-02 4.65672500e-02 8.34004432e-02
 2.46355776e-03 1.61032565e-02 4.23010886e-02 1.05692640e-01
 7.44475126e-02 6.14687726e-02 6.11082502e-02 5.03527187e-02
 2.88416515e-03 1.57427359e-02 4.12195288e-02 7.16835260e-02
 1.08516715e-01 8.20184499e-02 3.19060758e-02 8.77266936e-03
 3.60520650e-03 1.99488085e-02 4.84900288e-02 7.82930702e-02
 9.28941518e-02 7.91943669e-02 8.41214845e-04 0.00000000e+00
 7.39067327e-03 2.12106314e-02 3.22665982e-02 1.85067263e-02
 7.70913363e-02 3.50305885e-02 0.00000000e+00 0.00000000e+00
 1.66440364e-02 2.04895902e-02 1.06353592e-02 3.60520650e-03
 5.40780975e-03 3.24468594e-03 0.00000000e+00 0.00000000e+00
 4.08590073e-03 2.52364459e-03 6.30911160e-03 7.51084695e-03
 6.66963216e-03 2.58373134e-02 2.18715854e-02 2.42149699e-02
 1.11761400e-02 2.13308055e-02 4.38633468e-03 1.31590040e-02
 3.03438213e-02 2.99232136e-02 1.19572682e-02 1.91075951e-02
 2.01290697e-02 1.46611733e-02 1.73650775e-02 2.49360111e-02
 4.33225632e-02 2.80605238e-02 3.93568389e-02 8.03360194e-02
 1.30989170e-02 2.13908926e-02 1.79058593e-02 5.16145416e-02
 6.73572719e-02 7.51685575e-02 7.19238669e-02 6.52542412e-02
 7.27049960e-03 1.72449052e-02 3.13052088e-02 5.99065162e-02
 9.78813544e-02 9.87826586e-02 3.69533673e-02 8.83275550e-03
 7.39067327e-03 1.60431694e-02 3.95971835e-02 6.94002286e-02
 9.46967602e-02 9.79414433e-02 1.32190902e-03 0.00000000e+00
 1.47813465e-02 1.56826489e-02 2.81206109e-02 2.26527136e-02
 9.11516398e-02 4.56058607e-02 0.00000000e+00 0.00000000e+00
 2.31334083e-02 2.09101979e-02 5.76833030e-03 5.22754947e-03
 6.06876425e-03 1.20173550e-04 0.00000000e+00 0.00000000e+00
 1.40002184e-02 1.43607389e-02 1.69444699e-02 1.89273339e-02
 1.59830824e-02 3.07644289e-02 3.64726707e-02 3.23867723e-02
 3.08846030e-02 2.72193085e-02 7.87136797e-03 1.21375285e-02
 6.09880760e-02 4.24212627e-02 1.62835158e-02 2.49960981e-02
 2.53566187e-02 1.54423015e-02 2.15711519e-02 5.93056455e-02
 8.43618289e-02 2.69789621e-02 3.65327597e-02 7.12028295e-02
 2.63180081e-02 1.45409992e-02 4.42839526e-02 7.87136778e-02
 6.70568421e-02 6.71169311e-02 6.33915514e-02 6.47735447e-02
 1.73049904e-02 1.55624747e-02 3.40692028e-02 5.13741933e-02
 1.27804577e-01 1.05031684e-01 4.70479466e-02 8.71258229e-03
 1.85067263e-02 1.49015207e-02 4.50049937e-02 6.57349303e-02
 1.25641450e-01 1.08216286e-01 1.38199585e-03 0.00000000e+00
 2.04295032e-02 1.45409992e-02 2.35540159e-02 2.12707184e-02
 8.56236517e-02 5.96661679e-02 0.00000000e+00 0.00000000e+00
 4.78891581e-02 1.42405657e-02 7.75119383e-03 6.06876425e-03
 4.86702891e-03 2.28329748e-03 0.00000000e+00 0.00000000e+00
 1.62234297e-03 5.46789635e-03 4.56659496e-03 5.34772314e-03
 1.21375285e-02 3.40692028e-02 2.60175727e-02 3.56314592e-02
 1.02147516e-02 1.11160530e-02 1.27984835e-02 1.68843847e-02
 2.81206109e-02 2.21119337e-02 1.73049904e-02 2.57772263e-02
 1.00344913e-02 2.60175727e-02 3.37086804e-02 6.05073832e-02
 9.43362340e-02 2.46956646e-02 3.79748419e-02 6.21297248e-02
 1.62234288e-02 2.26527136e-02 5.54000065e-02 9.03104246e-02
 9.48770195e-02 6.62156269e-02 8.08767974e-02 6.72971904e-02
 3.11850365e-02 2.75798291e-02 3.52709368e-02 6.16490319e-02
 9.54778865e-02 9.48169306e-02 3.48503292e-02 7.87136797e-03
 3.14854719e-02 2.10904572e-02 4.05585729e-02 6.41726777e-02
 1.27263784e-01 9.64392722e-02 1.02147518e-03 0.00000000e+00
 2.99833007e-02 1.76054258e-02 3.32880728e-02 2.07900237e-02
 9.72204059e-02 1.01306304e-01 0.00000000e+00 0.00000000e+00
 5.52798323e-02 2.36141030e-02 6.78980537e-03 6.97006611e-03
 9.01301671e-03 2.58373143e-03 0.00000000e+00 0.00000000e+00]",upload_images\tes_10.jpg
